,id,songName,albumName,albumID,explicit,releaseDate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumental,liveness,valence,tempo,duration_ms,time_signature
184,63irPUP3xB74fHdw1Aw9zR,MANIAC,ODDINARY,0Gmf4pfe0POEQq2FgGAj2q,False,2022-03-18,0.581,0.8,1,-2.613,1,0.411,0.154,0.0,0.0697,0.709,119.872,182758,5
185,5uFqjHOo3Sh0bVPCKf3DdH,Illusion,Illusion,4r815m6eq8OXYzfqtk3FST,False,2022-06-01,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,195053,4
186,7xNCacksfUkYXsXuSW4vNF,PS5 (with TOMORROW X TOGETHER & Alan Walker),PS5 (with TOMORROW X TOGETHER & Alan Walker),3d5T4SpuAOMi7GSFojXktx,False,2022-02-23,0.602,0.642,2,-5.404,0,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,152214,4
187,1RDvyOk4WtPCtoqciJwVn8,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],0gr5OmB74UhoANEXwYT3gE,False,2022-11-20,0.71,0.879,0,-4.218,1,0.0422,0.158,0.00142,0.439,0.341,114.993,201391,4
188,7ixVW7RobslvMrvlzHYLha,Cheshire,CHESHIRE,2a1ezg7hE6Dyuymv1aCnkm,False,2022-11-30,0.79,0.838,7,-3.183,1,0.0501,0.332,7.07e-06,0.357,0.738,98.966,182453,4
189,5p8ThxM2OhJ0igfxkz0Z1q,Wild Flower (with youjeen),Indigo,08HCdXZVN72S2vpIT9DKhU,False,2022-12-02,0.486,0.766,8,-5.821,1,0.0938,0.0282,0.0,0.123,0.417,154.992,273500,4
190,6NnCWIWV740gP7DQ8kqdIE,Nxde,I love,2Hyuin3i1cSZ1FlQFeCPZH,False,2022-10-17,0.726,0.91,4,-1.948,0,0.179,0.0413,7.81e-06,0.479,0.648,135.966,178453,4
191,6vq6B6ENjap5Ea1T4GkrFA,BIBI Vengeance,Lowlife Princess: Noir,0AwCgoJKJUOgLp1imhnxuH,False,2022-11-18,0.442,0.748,11,-4.718,0,0.0895,0.0272,0.000128,0.0642,0.408,99.981,165135,4
192,1RHTdr5QfviCYI70QPPDJN,Generation,Acid Angel from Asia <ACCESS>,0EsUBCjxGF328J7VRAE48Y,False,2022-10-28,0.644,0.938,4,-2.206,0,0.0496,0.0459,0.0,0.777,0.919,119.977,164187,4
193,0h7QMc9ZRzA9QJrbEHytn2,The Astronaut,The Astronaut,6nT2VfGN07ar1vdZyJY6ox,False,2022-10-28,0.54,0.761,5,-5.356,1,0.0311,0.00446,2.5e-06,0.137,0.215,124.988,282463,4
194,34y2pV3RGFiCHSP12bNHVk,Boys Like You,Boys Like You,1KYgerdWcEqB7KbppYtdXU,False,2022-10-21,0.836,0.903,2,-4.249,1,0.105,0.0318,0.0,0.0688,0.882,128.009,223373,4
195,3O8G8eVrhfXTGttyQ1xVuq,CASE 143,MAXIDENT,0T6hYH0UyDjNraWZk2mZWi,False,2022-10-07,0.812,0.89,6,-2.661,0,0.209,0.0961,0.0,0.0222,0.69,100.006,191965,4
196,0oeVHAgY8Q7Mdce5Quj2G4,ILLELLA,MIC ON,6TOnqVuglIk6Db2TdUwTcZ,False,2022-10-11,0.523,0.83,11,-2.089,1,0.167,0.00359,0.0,0.0806,0.812,173.931,166053,4
197,1ex8euBuzVyqjThnYfwY2k,HELLO,THE SECOND STEP : CHAPTER TWO,4l5YvRcmno5RMKZCZp1j0g,False,2022-10-04,0.653,0.575,2,-5.432,1,0.0571,0.0315,0.0,0.0764,0.528,135.015,181433,4
198,1nmc8ngLcvccw7Lay5v5SP,VISION,[Apocalypse : Follow us],7MQXcfzHmWjQAAIFhdy1mY,False,2022-10-11,0.582,0.855,11,-4.168,1,0.0561,0.0308,0.0,0.144,0.355,94.958,189173,4
199,1QpwvWMQGdOgA8MXXfgs4H,DICE,ENTWURF,2WraNaeFiJAOFEozKoAtC6,False,2022-09-19,0.556,0.798,7,-3.331,1,0.254,0.0848,0.0,0.33,0.628,131.096,165747,4
200,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),Nothing but the Beat (Ultimate Edition),4bTjdxhRRUiWfwj200f9Kl,False,2012-12-07,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,4
201,161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,False,2010-10-05,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,217867,4
202,59HjlYCeBsxdI0fcm3zglw,Wildest Dreams,1989,2QJmrSgbdM35R67eoGQo4j,False,2014-10-27,0.554,0.666,8,-7.414,1,0.0747,0.0702,0.00593,0.106,0.472,140.056,220440,4
203,5cF0dROlMOK5uNZtivgu50,Attention,Voicenotes,0mZIUXje90JtHxPNzWsJNR,False,2018-05-11,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4
204,1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn (feat. Sia) - Radio Edit,Dusk Till Dawn (feat. Sia) [Radio Edit],5l5gR4rh26QI3fijGFTDrp,False,2017-09-07,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000,4
205,3UN6cIn3VIyg0z1LCuFSum,Without You (feat. Usher),Nothing but the Beat (Ultimate Edition),4bTjdxhRRUiWfwj200f9Kl,False,2012-12-07,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133,4
206,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,After Hours,4yP0hdKOZPNshxUOjY0cZj,False,2020-03-20,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
207,3U4isOIWM3VvDubwSI3y7a,All of Me,Love In The Future (Expanded Edition),4OTAx9un4e6NfoHuVRiOrC,False,2013-08-30,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4
208,1dNIEtp7AY3oDAKCGg2XkH,Something Just Like This,Something Just Like This,7IzpJkWQqgz1BTutQvSitX,False,2017-02-22,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,247627,4
209,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),35s58BRTGAEWztPo9WqCIs,False,2018-12-14,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4
210,7BKLCZ1jbUBVqRi2FVlTVw,Closer,Closer,0rSLgV8p5FzfnqlEk4GzxE,False,2016-07-29,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4
211,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Viva La Vida or Death and All His Friends,1CEODgTmTwLyabvwd7HBty,False,2008-05-26,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,242373,4
212,06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,5Nwsra93UQYJ6xxcjcE10x,False,2016-01-29,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4
213,0FE9t6xYkqWXU2ahLh6D8X,Shape of You,Shape of You,7oJa8bPFKVbq4c7NswXHw8,False,2017-01-06,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4
214,5p7ujcrUXASCNwRaWNHR1C,Without Me,Without Me,0zzrCTzvL4ZmR42xF46Afm,True,2018-10-04,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
215,3eR23VReFzcdmS7TYCrhCe,It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),0IUCAsckpNyV4wHKIHQawC,False,2017-02-16,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4
216,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Narrated For You,6jKZplJpy21R5lHaYHHjmZ,False,2018-11-16,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4
217,7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),0xbuJLlb5afBcmCpdOaszR,True,2019-04-25,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805,4
218,70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),No.6 Collaborations Project,3oIFxDIo2fwuk4lwCmFZCx,False,2019-07-12,0.64,0.647,5,-8.114,0,0.186,0.124,0.0,0.0801,0.546,92.979,197867,4
219,25sgk305KZfyuqVBQIahim,Sweet but Psycho,Sweet but Psycho,7CdLU3GgPy1PH5FVsrPlyA,False,2018-08-17,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,4
220,37f4ITSlgPX81ad2EvmVQr,Fight Song,Wildfire,0mFDIOqypzHp6Xd0el1hoT,False,2016-01-01,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,204013,4
221,0TvQLMecTE8utzoNmvXRbK,Bad Blood,1989,5fy0X0JmZRZnVa2UEicIOl,False,2014-01-01,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,211933,4
222,4lYTkvMkcNRj9uoSr8Zpws,Mercy,Mercy,5k3xD5FmMQjKuqJgK4Qk4k,False,2016-08-18,0.563,0.684,11,-4.916,0,0.0919,0.109,0.0,0.11,0.405,147.92,208733,4
223,76t5B0ttSAje5KHmQbv88t,Treat You Better,Illuminate (Deluxe),0S9QJQiRmG9JYYfJfKqhDF,False,2016-09-23,0.683,0.797,10,-4.085,0,0.246,0.107,0.0,0.114,0.758,82.916,187973,4
224,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,False,2017-03-03,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154,4
225,0afhq8XCExXpqazXczTSve,Galway Girl,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,False,2017-03-03,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,4
226,7soJgKhQTO8hLP2JPRkL5O,One Call Away,Nine Track Mind,3kndSWeE2IYOrZEToZrHEV,False,2016-01-29,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,4
227,1WP1r7fuvRqZRnUaTi2I1Q,Stitches,Handwritten (Deluxe),5wKylB0Zwnxz046O7po25D,False,2015-04-13,0.746,0.754,1,-6.681,1,0.067,0.0152,0.0,0.0486,0.764,149.882,206880,4
228,7wqSzGeodspE3V6RBD5W8L,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),02tTjKlh9iQ5jlWYPbKLJZ,False,2015-03-10,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,4
229,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,False,2017-04-20,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,4
230,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",40LbnfieVTWtHrK24WQeEB,False,2016-05-06,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,236002,4
231,0tgVpDi06FyKpA1z0VMD4v,Perfect,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,False,2017-03-03,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3
232,0pqnGHJpmpxLKifKRmU6WP,Believer,Evolve,33pt9HBdGlAbRGBHQgsZsU,False,2017-06-23,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,204347,4
233,1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),Camila,2vD3zSQr8hNlg0obNel4TE,False,2018-01-12,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4
234,6b8Be6ljOzmkOmFslEb23P,24K Magic,24K Magic,4PgleR09JVnm3zY1fW3XBA,False,2016-11-17,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4
235,6rPO02ozF3bM7NnOV4h6s2,Despacito - Remix,Despacito Feat. Justin Bieber (Remix),3Gq2Dme9nesdgoqNNlcN8O,False,2017-04-17,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827,4
236,2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,Shawn Mendes,2VP96XdMOKTXefI8Nui23s,False,2018-05-25,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,211360,4
237,7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B) - Cardi B Version,Red Pill Blues (Deluxe),1Li4rADxSxjT2g4xqUcMYh,True,2018-06-15,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,235545,4
238,5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",3ggBBGRhkDVAu7pQRXRPXO,False,2017-09-08,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800,4
239,3KLygy1YWhmrQx0GRs7IOx,Rise,Blue,6x8gRx7RDvPckYBzPodW8w,False,2018-11-09,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,194408,4
240,4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,True,1s9tU91VJt4sU5owi29GD3,False,2013-09-13,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4
241,2FY7b99s15jUprqC0M5NCT,Natural,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr,False,2018-11-09,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,4
242,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,Up All Night,6cunQQ7YZisYOoiFu2ywIq,False,2012-05-25,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4
243,4NBTZtAt1F13VvlSKe6KTl,This Feeling,Sick Boy,6ZvDJs17O3woQirttKRYCG,False,2018-12-14,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,4
244,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,A Head Full of Dreams,3cfAM8b8KqJRoIzt3zLKqw,False,2015-12-04,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,258267,4
245,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,TALKING IS HARD,3mNoFlD1wsoXfkljfFzExT,False,2014-12-02,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4
246,2H4gf1wLxvYreMj1jcaN0k,Be Alright,A Place We Knew,1mRtVjwGgBvLiaJhPGHZ8M,True,2019-03-22,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,196493,4
247,2VxeLyX666F8uXCJ0dZF8B,Shallow,A Star Is Born Soundtrack,4sLtOBOzn4s3GDUv3c5oJD,False,2018-10-05,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4
248,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),1V9oE8bVilClrk5naqyyvL,False,2019-01-11,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,4
249,2XWjPtKdi5sucFYtVav07d,365,365,7DMS5dzWQu7R3D59CKw4TA,False,2019-02-14,0.745,0.693,2,-5.479,0,0.034,0.339,0.0,0.123,0.248,98.039,181900,4
250,4aebBr4JAihzJQR0CiIZJv,Hello,25,7uwTHXmFa1Ebi5flqBosig,False,2015-11-20,0.47,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,295502,4
251,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Uptown Special,3vLaOYCNCzngDf8QdBg2V1,True,2015-01-12,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
252,4MsUsFfWseB9M2plGJyuIw,ME! (feat. Brendon Urie of Panic! At The Disco),ME! (feat. Brendon Urie of Panic! At The Disco),6tHLalOVUNJYJlNYkRlNjC,False,2019-04-26,0.614,0.839,0,-4.143,1,0.0702,0.0291,0.0,0.112,0.657,182.123,193040,4
253,4tNXntkAzQ5A2dfYRYGIIQ,Easier,Easier,0puSqXoH0dMgimvyi5slCt,False,2019-05-23,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,157493,4
254,3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",1Z7WbPmn7QFoJ2DrNfEehz,False,2019-04-19,0.591,0.705,9,-6.519,0,0.079,0.381,0.000116,0.131,0.27,121.799,215316,4
255,1HpzOCZbNWzxvvXfSGtSrX,Find U Again (feat. Camila Cabello),Find U Again (feat. Camila Cabello),1GySemCUsaTUREhIPAF3hH,False,2019-05-30,0.605,0.664,8,-7.162,1,0.0316,0.00548,3e-06,0.204,0.164,103.997,176417,4
256,5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Ivy To Roses (Mixtape),0syM7OUAhV7S6XmOa4nLUZ,False,2019-01-18,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4
257,5icOoE6VgqFKohjWWNp0Ac,Here With Me,Here With Me,6NHS3hV16MZyfcp0nSHdrd,False,2019-03-08,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,4
258,0Qh38w01QRXK6KHIv0e3hb,What About Us,Beautiful Trauma,7hwhuEQT4Fp5bzwLlYZtiz,False,2017-10-13,0.491,0.588,1,-6.177,1,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,269600,4
259,0DiDStADDVh3SvAsoJAFMk,Only Human,Happiness Begins,1Uf67JAtkVWfdydzFFqNF2,False,2019-06-07,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4
260,0vrmHPfoBadXVr2n0m1aqZ,Heaven,TIM,6Ad1E9vl75ZB3Ir87zwXIJ,False,2019-06-06,0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262,4
261,0mjAU3yKR1QnXnHtjGJqTM,Rescue Me,Rescue Me,57BhVBJbVPfIbwLANO5fSe,False,2019-05-17,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,158900,4
